店铺id,用户名称,评论,星级,时间
177531948,兰兰木宁,服务挺不错的～特别优惠，告诉我们有团购的优惠。 店面也看起来挺干净的，味道也还行。,30,1.54E+12
177531948,王者好丽友,【口味】就是这个味道的奶茶好淡啊！,40,1.53E+12
177531948,匿名用户,挺不错的环境也可以 下次还会光顾,40,1.53E+12
177531948,匿名用户,味道真的淡，幸亏用了美团，12一杯，要是单点22不值。不会有答案确实挺有意思的，在鲁能城负一楼，出一个门有冒菜的那里，再往里走就到了。,30,1.53E+12
169444869,NUw938691798,一点都不好喝，答案哪都不挨哪，哎,10,1.55E+12
169444869,YC在1996,小茉莉很清香，好喝推荐,40,1.54E+12
169444869,言小乔sjs,美团的没有其他的好喝，茶味儿比较重,20,1.54E+12
169444869,爱任宝ZL,挺好喝的 浓浓的奶盖配上茶一点也不腻,40,1.54E+12
169444869,oLu951822188,挺好的也，服务态度还可以，价格也比较实惠,30,1.54E+12
169444869,DhQ197869212,真的不太好喝，茶特别淡，奶盖味道也不正宗，不建议买,20,1.53E+12
169444869,vry244741988,收了椰果的钱没加椰果，两杯答案都没有，挺贵的，而且也不好喝，感觉上当了。,10,1.53E+12
169444869,一克590,不好喝，点了一杯，翠玉茉莉，苦，很苦，奶盖很少,30,1.53E+12
179180854,晓蕾子,喝着一般，个人不是很喜欢喝，也没看到占卜在哪里,20,1.55E+12
179180854,miss佳2013,答案茶不是想象中的答案茶☕︎，体验效果一般,20,1.54E+12
179180854,VNy130313801,服务态度很好，但是饮料感觉没那么好喝，不知道是不是口味的原因,30,1.54E+12
181441693,yao19941020,还行吧就是小哥哥很可爱，哈哈  嗯嗯,30,1.55E+12
181441693,我爱蛋妞,挺好玩的 味道我不是很喜欢 但是重在好玩啦,40,1.55E+12
181441693,DHY308810278,好喝、图案创意，位置都好。商家很贴心，有推荐口味也有不推荐的味道,40,1.55E+12
181441693,不想当我了,一杯便知答案茶是 一杯可以占卜的奶茶。 你在它的腰封上写出问题， 并在心中默念5遍， 当你揭开茶盖的时候， 奶茶上面就会神奇地 浮现出问题的答案。 这样一款好喝又好玩的 一杯便知答案茶不仅 能够回答各种问题， 还可以DIY哦！ 真正为你打造那款 只属于你的茶饮。 怎样？是不是非常期待？ 那就一起相约 一杯便知答案茶吧！ 说不定还能够邂逅 一段美好的缘分哦！,40,1.54E+12
181441693,GMn756794133,大冬天冰柠檬不说了 还加冰 呃呃呃呃,20,1.55E+12
181441693,GJv989267412,答案茶最近特别火啊，重点在能像阿拉丁神灯那样回答你的问题，当然啦娱乐娱乐，不注重答案正确与否。小寨海港城的这家店位置挺好找的，这次选了个玫瑰茶奶盖。之前也喝过答案家的果汁，口感适中，这次点的玫瑰茶带有淡淡的玫瑰香味，喝完嘴巴里不会有酸酸的感觉，很平清淡。适合我这个不喜甜的口味,40,1.54E+12
181441693,OD697,小哥哥很热情，态度也很好，最后做好如果打包带走还会贴心地提醒你先看一下答案，避免晃动之后答案看不清楚，买之前其实没想好问什么，能问出来的问题一般自己心里也有答案，不过还是挺新奇的，推荐可以去试一试，茶的味道也很不错,40,1.54E+12
181441693,我young我青春,位置还可以，味道也不错，门口有很多有意思的游戏，总得来说还不错,40,1.54E+12
181441693,cNl378479924,这个不错！,40,1.54E+12
181441693,我好饿呀。！,还好吧 习惯好评 很有创意 我还是挺喜欢的,30,1.54E+12
181441693,西岸coco,这一家【answer tea】位于小寨的海港城一楼,店面不大。唯一觉得有点不满的是。他的杯子大小并没有之前喝的那么大，在西安差不多喝了五六家了，这一家的团购的杯子是最小的，选择的是樱花奶盖，味道一般般吧 杯子大小相当于小杯，我一直以为像这种店是连锁的，所以那个杯子大小是统一标准的，在这一点上有点失望。�,30
181441693,Ren333lz,这个不是奶盖系列的是不能打印答案的 ，大家买的时候要注意一下哦,40,1.54E+12
181441693,小太阳涵涵410,就是为了玩一玩，心情愉快，哈哈哈哈哈,40,1.54E+12
181441693,爱吃糖的阳,哈哈 还不错哦,40,1.54E+12
181441693,RgH627025183,渣渣的拍照技术    口感蛮好的，不会太甜,30,1.54E+12
181441693,匿名用户,还不错，第二次去了，小哥哥态度很好,40,1.54E+12
181441693,升斑马,很用心的茶饮哦，每种都是茶包现做的，值得一试，服务热情，位置好找，关键是味道不错哦。,40,1.54E+12
181441693,匿名用户,总体还不错，但买了4杯我们4人都觉得最上边那层奶油太腻。,30,1.54E+12
181441693,PeC691446672,不错,40,1.54E+12
181441693,Zpe578814437,那小哥绝对是故意的���,40,1.54E+12
181441693,wyxwyh99,我就想不通了 美团就要给小杯吗？？？？？？ 是瞧不起美团吗？？？那就不要在美团上开这个啊,10,1.54E+12
181441693,HCQ888156734,挺好的，服务员态度挺好，答案很走心�,30,1.54E+12
181441693,匿名用户,味道很好，很喜欢，下次还要来！,40,1.54E+12
181441693,rmC308668544,服务挺好的不过味道一般。店面很小就在海港城里面一点。口味很清淡,20,1.54E+12
181441693,匿名用户,还可以，小哥哥的服务很热情，，,40,1.54E+12
166018687,SrR876414380,今天光临了民乐园的答案茶总店，这家店的奶茶挺好喝的，就是速度有点慢 可能是前面定单多的原因吧，希改正，另外没有占扑 ，挺遗憾的，希下次提前告知，另外环境还可以吧。,40,1.55E+12
166018687,匿名用户,外卖比较多，态度还可以。奶茶口味一般,30,1.56E+12
166018687,bGC593953053,老板娘人很好 闺蜜想吃冰块 跟老板娘说了下 后来直接给弄了一杯 奶盖的味道有点淡 不过也还不错,30,1.55E+12
166018687,匿名用户,味道不错，就是速度比较慢吧，总体不错哦！ #招牌椰奶紫米露#,40,1.55E+12
166018687,兯汉莫拉比的梦,这家的逼格还可以，东西也挺好喝的，就是女朋友说奶盖太甜了,30,1.54E+12
166018687,柚子茶ksk,口味不错哦，我喜欢哈哈,40,1.54E+12
166018687,柚子茶ksk,还不错,40,1.54E+12
166018687,尹小猫01,奶茶口味很淡 感觉不如coco好喝。不会再去,20,1.54E+12
166018687,匿名用户,罢了罢了罢了，建议点茶类的饮品……,20,1.54E+12
166018687,猜猜elvira,还不错，想问题想了半天，本来想问了个搞笑的，但是怕不好回答...哈哈哈。还挺好玩的,30,1.54E+12
166018687,FOb403442936,可能是团购的，所以态度稍微差一点，味道还好,20,1.54E+12
166018687,步步惊心well,一般的奶茶味道，没什么特别之处。,30,1.54E+12
166018687,sunny_ss103,黑糖沉了过会儿味道好淡、还可以啦,40,1.54E+12
166018687,绅士美男子,东西好喝，比其他奶茶店好多了,40,1.54E+12
166018687,苏瑾儿i,和一般的奶茶一样，甜味重一点。,30,1.54E+12
166018687,狗嘞个汪,同款饮品 味道有变化 不晓得怎么回事,20,1.54E+12
166018687,jgN170098105,不好喝，就是个不好喝！ 【服务】还不错,20,1.54E+12
166018687,匿名用户,地段很好  旁边是网红泡面店~小哥哥很帅哦,30,1.53E+12
166018687,qOA842279790,很喜欢奶盖的味道,40,1.53E+12
166018687,Qpf710888768,奶盖超级少，等得时间长，地方也特别小,20,1.53E+12
167506667,tCL197517885,好喝！奶盖特别浓！最后摇匀混在一起奶味也不会变淡！,40,1.55E+12
167506667,大华锦,“知识易得，智慧难求”好经典的回答！“答案”“答案”有问必答啊！不过话说这答案也真心是广泛啊，基本上大方向的问题都是通用的！哈哈，喝杯饮品求个高兴吧！这年头智慧真心能卖高价，亦能赚钱！如果亲单独加奶盖再加答案好像是四块钱！,40,1.54E+12
167506667,小小蜡笔丶,短发女娃态度还可以长发的态度非常不好。问短头发的女娃芒果脏脏茶是不是有巧克力她说没有。再问旁边一个奶茶。旁边长一点头发的女娃过来抢话说只是配料不同。我....难道我不知道配料不同吗？没喝过你家奶茶你就不能介绍一下吗？永不着这么怼回去吧？要是忙的话我都不会问 关键我点的时候没有人。买奶茶问口味不是很正常吗？景区餐饮服务就做成这样吗？不要欺负我是外地人a 刚来你们西安喝的第一杯奶茶。你这态度让我对西安人印象大大折扣。这条街有很多游客难道您家是只做一次性生意吗？要不是对面都可喝的太多了想着来西安喝点没喝过的吧还遇上这种事了。这一分是给态度的 奶茶还可以淡淡的甜牛奶里面喝到芒果。希望卖家可以提高一下服务态度。顺便安利一下这条街的美食，阿甘锅盔和候志伟酸辣粉不错这俩个排队的人也是最多的。候志伟热凉皮不咋地，也有可能是我个人口味问题毕竟买的人还是很多的。候志伟爆肚王不好吃啊 而且我就是因为这个爆肚王才去这个奶茶店从而经历的这种人...这种态度根本不会再来第二次。自黑豆夫家的豆浆也很好喝！星巴克对面还有3块钱的圣代味道和外面6块钱的是一样的，没有因为便宜影响质量！,10,1.55E+12
167506667,mikasa～.～,网红答案茶，味道很赞，第一次跟女朋友来喝，女朋友问我什么时候娶她，我该给她一个怎样的答案呢� #百香果乳多多奶盖#,40,1.56E+12
167506667,zzW792130168,不错，位置好找，性价比高。。。,30,1.55E+12
167506667,_qqdt61426257647,这次有个小哥，态度很不友好，面无表情，语气还有点冲，都不问写不写问题，就直接走了……感觉很不耐烦！很差的一次体现,10,1.55E+12
167506667,_qqdt61426257647,百香果奶盖真的很不错！！！偏酸一点……有一款新品叫 酸，但是不怎么酸，还没有百香果奶盖酸！,20,1.55E+12
167506667,youli5799,一直是机械的答非所问习惯了……味道还好,40,1.55E+12
167506667,rwf753186411,,,
167506667,匿名用户,服务员态度挺不好的，他看我们用美团，觉得比在店里买着便宜了，就开始给人冷眼�他在那里一直想让我们不用美团按照他店里的价格走,30,1.55E+12
167506667,匿名用户,还好吧  就那样  也没有多大惊喜  服务一般,20,1.55E+12
167506667,是玉米烙也是晚饭,茶还挺好喝的 _(:3」∠❀)_ #清新乌龙奶盖#,40,1.55E+12
167506667,小怡3163,饮品是真的不好喝，毕竟是个网红饮品，还有那个答案也很敷衍，就是印上去的，没一点创意。但是小姐姐和小哥哥服务态度很好，店里很干净，可以坐在店里聊聊天之类的，至于饮品喝一两次尝尝就行了，真不好喝。还有墙上写的那些，真的是好逗啊，各种明星，各种小迷妹也是真用心了。,30,1.54E+12
167506667,fhf831149047,奶盖太腻了…………………………,20,1.54E+12
167506667,GQJ39500155,小店里服务味道都还不错，挺好的,40,1.54E+12
167506667,GuK313203421,还不错，团购价格是实际便宜！！！！！！！！,30,1.54E+12
167506667,向日葵aly,放了林俊杰的歌,40,1.54E+12
167506667,silence9128,还不错,40,1.54E+12
167506667,小仙女梦瑶呀,挺好的，又新颖，味道也不错，推荐,30,1.54E+12
167506667,iDi797315640,这个真的是网红奶茶店，但是，这个奶盖茶，自我认识我是会喝茶的人都觉得不太好喝，有点苦。,30,1.54E+12
167506667,EDt377282344,服务态度垃圾  10.26晚上的那个女服务员,10,1.54E+12
167506667,匿名用户,口味不错� 小哥清秀� 环境一般� 答案娱乐�,40,1.54E+12
167506667,青杏儿only,位置：钟楼开元南巷子拐进去100m就是，注意不在开元底下。环境：装修很具有自己的特色。店内可容纳10多个人同时坐。服务态度：刚好逛到钟楼，去网红店打卡图个新鲜，本来其实就不是冲喝的，而是新奇好玩，服务态度真心比较差，给手机验证的时候把手机掉到柜台上，没有道歉没有道歉没有道歉，重要的说三遍，全程板脸，一般习惯性好评，这次确实影响心情了。�口味：还好，上面有点略腻。,30,1.53E+12
167506667,vLa666659743,不知道是不是正宗的网红答案茶，因为西安开了有很多家，总之形式上跟网红茶是一模一样的，有奶盖的才能印答案。但是可能是为了在奶盖上印字，他们家的奶盖又薄又稀，真的不好喝，想体验网红茶的可以去尝试，像我这种纯粹为了喝的，还是算了吧。,30,1.53E+12
167506667,于你507,抖音上看到的，比较火，来店里主要是新奇，买了两杯，答案是随机的，和问题并不相关，只是一个噱头，让我很意外的是茶出奇的好喝，比西安好多饮品店的都好喝，而且价格也合适，不算太贵，可以走美团，店里就比较贵了，态度也比较好，赞一个。,40,1.53E+12
167506667,XHl624254484,真的一般，不会再去了，真的真的一般,20,1.54E+12
167506667,西岸coco,【答案茶西安旗舰店】位于钟楼开元商城往南走二三十米处，靠近骡马市的位置。这是一家新开的店，人气很旺，等号等了五六个人才等到。在排队的过程中，工作人员会给你一个纸杯套和一支笔，把你现在的困惑或者问题写到纸上。美团上的团购套餐是清新乌龙奶盖茶。店里也是基本以奶盖茶为主，有红茶，绿茶，花茶，果茶……各种各样不同种类的茶。乌龙茶，味道浓郁，奶盖味道也很纯正。拿到我的饮品才知道答案茶的答案在哪里，把杯盖上的纸揭开就可以看到上面用咖啡粉铺洒的字，算是很有新意了。总体感觉不错，最后，祝店家生意兴隆！���✨,40,1.52E+12
167506667,如果时间有回声,一块钱团购的清新乌龙奶盖答案茶真的很划算，味道还不错，和其他家差别不大，算是对得起价格。 节假日和周末排队比较严重，从排队点餐到最后取到大概需要半个小时，周内去就还好，十来分钟就OK。 答案都是随机的，所以基本上和问题是对应不上的，不过本来就是个噱头啦，说到底它只是个饮料，饮料还是好喝最重要。 店里大概六张左右的桌子，生意很好，座位都是满的。,40,1.53E+12
167506667,aAY657194510,每个问题都会回答，答案都很正能量，网红茶也算体验了一次，满意了，高兴了，就满足了���,40,1.54E+12
167506667,巴巴妈妈不鲁布,小盆友去买的，没有什么答案，很奇怪,20,1.54E+12
167506667,逆颖niying,就是想尝尝味道如何～点的清新乌龙奶盖，上面的奶盖可以换芝士或抹茶两种可供选择，茶味还可以，上面的奶盖太不地道了，一点抹茶味都没有！,30,1.53E+12
167506667,rvI868924690,服务不好，味道一般吧，不来了！,30,1.54E+12
167506667,FYj577100432,奶盖有点少，其他还不错,40,1.54E+12
167506667,柒月zhang,抖音推荐，也算是网红店了吧。店比较小，两边摆了几张桌子可以稍作休息，排队的人很多，至于说答案，真的只是娱乐罢了，就是认真的企图萌混过关��，但是饮品味道很好，也算是值得的，奶盖是十分喜爱的，好喝好吃~,40,1.53E+12
167506667,匿名用户,【服务】挺好 【环境】挺好 【口味】很好,40,1.54E+12
167506667,名字真难起lk,一进去 小哥哥会问你写问题吗 写完再点单然后给你票来取就ok. 百香果那个太甜了 红茶又太淡了 总之给个好评吧 店内环境还不错 速度也挺快,30,1.53E+12
167506667,连亚妮LYN,棒棒哒，会有意外惊喜，店家服务态度也很好,40,1.53E+12
167506667,KfY224688619,好喝还便宜，在钟楼很方便的，下次还会去啦,30,1.53E+12
167506667,vBH407705018,糖精跟不要钱的一样，甜死个人 服务态度有一般,10,1.53E+12
167506667,吉坦途,太红太网红，第一次路过看排队老长，没兑换，第二次晚上9:30了，5个人排队，8，9个人等餐，环境实在太网红，没有办法火车站一角的感觉。问题哈哈哈，回答哈哈哈，原来如此多娇，茶品质中规中矩。答案茶就营销方面构思巧妙，抓住心思，玩一次就好。,40,1.52E+12
167506667,举杯邀你,开元商城东侧文商大厦南侧 听说是被抖音炒�的，开业前美团上线了超低得团购单，所以提前买了等开业来试试！这个奶茶和其他常规不一样，可以占卜，这个也不想去研究！点餐前先把问题写在杯套上，然后等号取餐，答案会提前有封条盖住，慢慢揭开封条立马可以看到出现在奶盖上的答案！茶底一般，而且奶盖品质真不咋样，可能由于其他因素只能如此。有机会来试试不必专门跑来，有优惠更好。,30,1.52E+12
167506667,未来的凉风,这个搞活动的时候买的很便宜，这个答案有点搞笑，我问的是我的这个茶的味道是怎么样的？然后他给我的答案是你需要自己去邂逅哇，难道每个人的答案都是跟爱情有关的吗？这真的是让人不知道如何是好。,40,1.53E+12
167506667,ysd13468889992,立减活动囤的一张券，感觉很划算，所以就准备过来探下店。店就在开元后面小吃一条巷子这里，门面不大，不过也还有几张单双人桌椅可供堂食。选的乌龙奶盖，杯是大杯，不过奶盖太少了，这跟在外面喝的奶盖饮品相差大了一些。团购服务也还熟练。茶味也还是有的，说不上有多好喝吧，休息下还是可以品上几口的。希望商家努力吧。,30,1.53E+12
167506667,匿名用户,我和朋友冲着他家名字去的！但是去了以后店里一个戴眼镜的男生，就好像我们欠钱不给一样掉着张脸！一进门连个招呼都不打直接说道“先写问题”我和朋友一脸懵逼，我礼貌地问道“你好，这是写什么问题”？戴眼镜的服务生吼道“写你想问的问题，没有就不写！”然后我们就默默地走到旁边，自己琢磨！付账的时候，我们是团购，一个手机团了两张！他看见后一会说一个手机只能团一个，一会说最多只能团三张！给账单的时候手一搭“给你的小票”眼睛都不带正眼看我们的，这种态度太恶劣了，从始至终他的脸都没有笑一下，这种态度，作为消费者我们极其不满！,10,1.53E+12
167506667,匿名用户,网红茶，给的答案来来回回就是那几个，没新意,30,1.53E+12
167506667,清新百合606,应该说是近期网红的饮品吧！ 答案茶？听名字挺让人费解的！ 但是仔细看介绍说：是一杯会占卜的茶！很好奇，很期待，又是新店开业，活动很多，我也来凑个热闹，也想让这杯答案茶给我占卜占卜！ 可是到店后有些失望，也许是我对他的期待太高了，以为真的可以占卜，其实就是在奶盖上打上一些不算占卜的话吧！类似咖啡☕拉花吧！ 不过乌龙茶很好吃，奶盖也是我喝过最好喝的奶盖！ 银台那位美女人漂亮，说话也好听，态度特别棒，好喜欢她～,40,1.52E+12
167506667,锋锋是兔兔,答案茶店面位置在钟楼开元商城旁边的小巷子里，这里小店很多。店面门头是灰色调，白色字体，能容易看到。店里环境装修的比较简单。整体用灰色涂刷了一遍，再用了墙面装饰。团购券价格给力，体验感觉还是可以滴！口感比较清新，适合现在的温度。希望还有活动就更棒啦！,40,1.52E+12
167506667,柏！柏！柏！,要不是看到大家在评价里提到**上的网红，“老人家”我还真不知道� 答案茶�西安旗舰店的这款团购活动，价格着实是挺优惠的。店面位置也挺好看到。 如果从开元商城钟楼店旁边的东大街的巷子进去，直直就看到了。 如果从开元商城南大街上的巷子进去，过了李想大虾右手边几米就到了。 店里的环境简单整齐，美女接待验证很快，制作也快！,40,1.52E+12
167506667,ctt841220,在钟楼逛逛，没事喜欢喝个饮品，所以就找附近的饮品店。这家店就在开元后面的那个很多小吃的一条街上，店不大，不过很干净卫生，座位虽不是很多，但也可以堂食了，饮品口味还可以吧，随便喝喝了，主要是个心情问题。团购立减活动很划算。服务也很好，帅哥都很热情。希望商家推出更多优惠活动。,40,1.52E+12
167506667,刘晶c,没有想象中的好喝。都是看了抖音买的。哎,30,1.53E+12
167506667,甜甜圈的美食,问了问题 自己把答案弄的看不清楚了 但是味道还是不错�,40,1.53E+12
167506667,柒475375237,没有自己想象的那么好，人超多，排队等了好久，味道还行，但是价格并不实惠，喝个新鲜吧,30,1.53E+12
167506667,白烁林789,可能是因为是网红店吧，口味其实一般，服务态度不好,20,1.53E+12
167506667,爱是什么没有意义,抖音上很火的答案奶茶，我点的是清新乌龙茶，淡淡的苦，但后味很香。,30,1.53E+12
167506667,此间已少年,还可以吧，去了几次一直人很多，这次是十点左右去的，终于喝到了。等的时间不长，好像也没有问我们要冰的还是常温还是热的，默认冰的。奶盖少一些厚重的感觉吧，咸香气少一些。乌龙茶比较清新，感觉还不错啦，嗯。。。至于答案嘛，可能就是随机给的吧，哈哈,40,1.52E+12
167506667,佳宝爱酸奶,�个人感觉还可以吧，听说在抖音上非常火的一家奶茶店       。�希望店里推广的时候能真诚一点，那个乌龙清香奶盖真的很一般，味道很淡，可能不适合我的口味，但是我看了下大家也有很多人说不好喝的。    �总体来说还是挺有创意，感觉很适合情侣一起去，一起问一个甜甜的问题。,40,1.52E+12
167506667,白烁林789,口味一般，服务态度差，环境一般,10,1.53E+12
167506667,汗宝包十月,不错，很好喝，很好玩儿，下回还会去,30,1.53E+12
167506667,匿名用户,不知道是不是因为团购的原因，喝的味道比上午在小寨喝的味道淡得非常多。,10,1.53E+12
167506667,流氓兔sister,人很多。。。。看了评价大家都在说答非所问。。。我想应该肯定是啊。。这种都是机器塑封的～怎么可能给你说你的答案，都是随机的啦！过来人多的桌子都没收拾的……没事，反正就当饮料来喝吧～网红也就炒个噱头…何必当真……,30,1.52E+12
167506667,yhX871485064,网红饮品，店里人很多，不过饮品味道不怎么样，可能是喝不惯吧,20,1.53E+12
167506667,lxhhlyc,最难喝的奶茶没有之一。 反正真的挺失望的,10,1.53E+12
167506667,我叫招财,喝的网友推荐的百香果，味道挺浓。不过老板没问我要占卜什么，回到家才想起来啦啦啦啦,30,1.53E+12
182659634,博望侯,奶茶非常好喝，已经喝了很多次了，环境也很卫生，服务非常周到，不用等位。周围买奶茶的也很多，但是他家的是最火的，我就是冲着他家好喝，并且可以占卜才去的。 #奥利奥可可奶茶# #青提之吻# #樱花乌龙奶盖# #可可拿铁鲜奶#,40,1.55E+12
182659634,博望侯,饮料很好喝，果味浓郁，奶茶飘香。 #白桃乌龙纯茶# #桂花乌龙纯茶# #红玉茗茶纯茶# #超级水果四季春# #玫瑰乌龙纯茶#,40,1.55E+12
182659634,VNA157522548,拿铁简直不能够再甜了，都快齁死了，可能刚开业，员工乱乱的,10,1.54E+12
169324894,cpc3071856711071,老板很亲和，茶味比较温润，因为喝的晚了，都融合在一起了，没有尝到奶盖怎么样。,40,1.55E+12
169324894,匿名用户,好久之前买的了，在小寨跟前拍照片跟前有答案就买了一杯，第一次买然后在店里等了一会儿拿到的，墙上特别多的字写的满满的。买茶的时候写了问题其实那个答案就是随机印上去的那种，之前很火的答案我觉得味道一般就是形式有创新比较有意思，个人觉得味道嗯嗯嗯嗯就没有觉得有惊喜的部分…都好久了好像把图片删了已经…大概就是三百毫升那样的杯子大小 #水果茶#,20,1.55E+12
169324894,温暖是你的姓氏k,奶盖很好喝！位置也比较好找！！,30,1.55E+12
169324894,Uig396072113,我超级认真的想问题诶，可是答案好草率啊。。。。什么鬼随意印吗，这就很失望了诶。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。     。。。。。。。。。。。。。。。。。。。。。。,30,1.54E+12
169324894,Ovilia露露,比较有趣 ，有段时间抖音上很火 ，就跟朋友�一起去的 ，个人比较喜欢喝奶盖 ，口感不错，然后又带着男盆友去探索看是否可以找到答案，他个人感觉也不错 ，值得推荐，比较网红风格的，就是地方不是很大，嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻，值得打卡,40,1.54E+12
169324894,匿名用户,很快，很方便，性价比高,40,1.54E+12
169324894,崔茂森,一般，不太好喝。非要15好可怕,30,1.55E+12
169324894,L从前的我们,这么久才来评价，还可以，服务也很好，店里环境也不错,30,1.54E+12
169324894,QIJIANI_,还不错，味道不太浓，我不太喜欢,30,1.54E+12
169324894,XpA746584135,强烈建议大家，网红茶都不好喝！！！,30,1.54E+12
169324894,GEP684309882,位置很好找，服务态度也还不错哦！奶茶么，口感还行,30,1.54E+12
169324894,CoY694479039,味道一般般啦，和朋友一起去的，很早比较火，一直没喝过答案奶茶,20,1.54E+12
169324894,eJy426098469,很好喝，环境也很好。就是坐的地方有点小,30,1.54E+12
169324894,Z伦林,奶盖很少的，味道很普通，创意吧,20,1.54E+12
169324894,到底什么777,清清的茶叶香气，纯纯的牛奶味道，淡淡的甜味，对于怕甜的人来说味道刚刚好。,40,1.53E+12
169324894,匿名用户,强推茉莉奶盖 味道超赞���,30,1.53E+12
169324894,cpc8906788255044,小哥操作不熟练啊，奶盖也很薄，等了好久好久好久,20,1.54E+12
169324894,free.123,还行还行，毕竟都差不多吧,40,1.54E+12
169324894,oPT422415803,茶很一般 主要就是消费个创意 还可以吧,20,1.53E+12
169324894,匿名用户,很好喝的答案茶 会告诉你想的问题的答案 ！,40,1.53E+12
169324894,匿名用户,味道还不错 虽然奶茶没有什么特别 但是很有情怀啊 来这喝东西 一般都不是为了喝东西 只是觉得比较有新意 讲真的 答案也没有什么新意 都是随机固定的答案 以后是不会去了 不过还是很推荐没去过的去尝个鲜,30,1.53E+12
169324894,岁月颓废令人沉醉,看抖音来的 味道不太接受的了 倒是回答的挺好 环境也不错,30,1.53E+12
169324894,匿名用户,如果为了问题来喝就免了，抖音都是骗人的，随机答案根本对不上。喝的那就更难喝了 贼甜,20,1.53E+12
169324894,二蓉355,还好，就是答案有点敷衍了事，哈哈,30,1.53E+12
169324894,p.p525,感觉给我的答案好敷衍啊，我朋友的答案比较高端。,40,1.53E+12
169324894,海绵宝宝的矜持,味道感觉还可以，奶盖上面的答案很奇葩哈哈哈哈,30,1.53E+12
169324894,稳恒磁场,有点难找，转了三圈才找到，人不多，奶盖茶挺好喝的,40,1.53E+12
169324894,匿名用户,回答问题真的好有趣,40,1.53E+12
169324894,itx416235062,好好好好好好好 位置好找 还好喝 团购便宜,20,1.53E+12
169324894,酒酿桃圆,茶味道很好 就是服务不给力  团了两个奶盖 一个等了半天 还在门外被骗钱 �,20,1.53E+12
169324894,qJV843382110,奶盖还是很好喝的，但是所谓的“答案”感觉也没有很神奇，就是你在纸上写下你想问的，然后店员看到后选择响应的答案的字弄在奶盖上，一般般吧，不懂网红的点在哪儿。但是还是挺好喝的。,30,1.53E+12
169324894,YIi777945021,很新颖,40,1.53E+12
169324894,花钲淇,奶盖可以再多一点，周末人很多，是正版的答案茶,30,1.53E+12
169324894,wq786198525,人气太高，所以也凑个热闹，确实不错,40,1.53E+12
169324894,小迈1231,答案打印在奶泡上面，比较有意思，但是味道一般,30,1.53E+12
169324894,小太阳涵涵410,挺有意思的。就是团购的感觉很小,30,1.53E+12
169324894,Ggd312028217,比较新奇的，可能就为了答案吧,40,1.53E+12
169324894,InN519635301,真的是很甜，就买了个情怀吧，挺有意思的概念,20,1.53E+12
169324894,nVz37623555,金桔柠檬难喝到死,10,1.53E+12
169324894,fpZ195363200,还不错,40,1.53E+12
169324894,DlD454999725,不好喝，,10,1.53E+12
170601132,瑶宝贝11,因为早上带孩子去那里参加一个早教活动，所以搜到了答案茶，进店店家在忙着收拾准备就绪，所以态度也有点冷，想要呢种带答案的茶饮也没怎么介绍，小孩在捣乱也就没怎么问。,30,1.55E+12
170601132,cyS562978212,真的好喝还划算。。。。强烈推荐。。颜值也很高 #红柚多多#,40,1.55E+12
170601132,梵高和儿童,专门跑来打印答案 结果打印不了 郁闷�,10,1.55E+12
170601132,匿名用户,味道还不错  环境也还可以  服务也还可以,30,1.55E+12
170601132,ohG140659348,我不太喜欢这个，觉得不怎么好喝,20,1.55E+12
170601132,匿名用户,只为了答案  却没有 奶茶我都扔了  9.9比到店便宜,10,1.55E+12
170601132,匿名用户,包装不严，上面那一层东西弄的袋子上都是，提都没发提,20,1.55E+12
170601132,mXj343162557,【口味】 【口味】 【环境 【等位】,30,1.54E+12
170601132,大华锦,太白这家开了一段时间了，团购的时间比较早了，团购的订单三选一，不能加奶盖，加奶盖的话要单独加4块钱，当然不加奶盖就不能写问题了，由于要外带，所以个人没有加奶盖，外带的话摇摇晃晃加了奶盖整杯茶都不好喝了！验证很快，直接扫码就买单了，现在的手机真是强大，出门不需要带�！店内有个扫码打印照片的机器，但是没有接打印机，如果不能正常使用的话建议商家把机器收走，这样摆在那又占地方，又浪费顾客感情，照片嘛毕竟是个人隐私！,30,1.53E+12
170601132,EJT808391633,主要是服务员热情招待，留下好的印象！,30,1.54E+12
170601132,hbZ612140993,太白印象城负一层开了一家比较火的答案茶。算是网红店了，环境不错给人感觉很温馨舒适，印象中最好玩的是他家点完餐后要写一个问题，然后占卜的答案就写在奶盖上面，很神奇。点餐的小姐姐！态度很好，很有耐心的介绍着，很有亲和力哦！口感也不错，奶盖的奶味很浓，喜欢百香果和红西柚奶盖，茶也不会太甜，但茶味十足。整体不错。,40,1.53E+12
170601132,眼波砰砰,味道不错就是没有占卜,40,1.54E+12
170601132,liuyangyang,风靡一时的答案茶，没两个月就偃旗息鼓了，印象城的这家开业时间不久，人气却不怎么旺，服务员也是百无聊赖的坐着，有客人来了才会过来点单出品。 出品没有惊喜，茶+奶盖+3D打印，答案和问题风马牛不相及，一杯正常的奶茶就是了！,30,1.53E+12
170601132,木子艳呆呆,奔着网红过，又离得近去的。喝了之后还是觉得网红还是不太适合走入现实生活之中，在盒马鲜生对面，但是不靠近门口，对面就是王婆凉皮，味道一般到太一般，没什么特色，喝名气吧，服务态度也一般。环境不错，适合几个人逛累了休息！,40,1.53E+12
