店铺id,用户名称,评论,星级,时间
177269861,我爱郭雪英,这家满意答案奶茶店开在宝山北路师大附中的侧门旁，边上是贞丰糯米饭和柴老弟素粉馆，很好找到。店铺当街，过往人流量还是很大的。 店铺应该是重新装修过，虽然空间不大但给人感觉很简洁清新。 是前段时间从美团上团购的，今天经过师大正好尝一下。 几个服务员小妹蛮活泼，叽叽喳喳的向我推荐店里的各种奶茶。 但个人感觉口感一般，奶茶味道偏淡，算不上好喝。,20,1.55E+12
177269861,OSd431864461,死贵，而且答案哪里是什么答案，完全就是既定的，很机械,10,1.55E+12
177269861,stroming123,要是跟着地图，绝对找不到，其实就在师大天桥下面，味道不错。,30,1.55E+12
177269861,匿名用户,没有很好喝 但是店员很好 还是可以,20,1.55E+12
177269861,匿名用户,红豆的还可以，原味的不甜。。。。。。。,30,1.54E+12
177269861,Lljj139189,很早买的，太划算了，小妹妹态度也好，不饿也买个关东煮套串，以表支持。,40,1.54E+12
177269861,潞__,挺好的，味道还行,40,1.54E+12
177269861,书僔麻麻,还行吧，人挺多的，便宜实惠，不谢说什么了,20,1.54E+12
177269861,Gaoyapeng1,还不错，味道也挺好的�下次还会来……,30,1.54E+12
177269861,bunny5201314,红豆奶茶比较好喝。够甜。也大杯。不是珍珠的。味道还是比较正的。服务一杯。店里可以休息。,40,1.54E+12
177269861,sarah_bear,服务不错，制作很快，小店装修小清新,40,1.54E+12
177269861,匿名用户,什么味道都没有   就像水一样  后悔。,10,1.54E+12
177269861,jiangchen,这家店的地址貌似有点错误啊，美团上面写的是旭东路，但其实是在师大天桥那里。还好店家招牌显眼，刚刚好路过发现了。团购价格非常划算，店家生意不错，人不少，但验证很快，奶茶做得也挺快的，味道不错，服务也挺好。,40,1.53E+12
177269861,leishu8022,地方好找，服务很好，下次喝其他的,40,1.54E+12
177269861,YL.EO,好喝，只是有点小贵，不过值了，很喜欢,30,1.54E+12
177269861,Gzgl13518505533,不错�，服务员态度很好，味道嘛还行，必尽价格在这里了,40,1.54E+12
177269861,VOx840165309,味道真的不是很好，口感特别差，就像是香精放在了里面一样的，我是美团上点的，叫什么蔓越莓的，真的很难喝。本来想尝一下，结果没想到是这样，太失望,10,1.53E+12
177269861,熊儿1210,店面干净，口味还能接受，地方好找,30,1.54E+12
177269861,bRQ443051315,味道挺好挺喜欢的 没有写问题随便打图案太有心咯！,40,1.53E+12
177269861,匿名用户,个人觉得不好喝……我们几个人都团了，都觉得不好喝,20,1.53E+12
177269861,梁9760,口味很好，满意,40,1.53E+12
177269861,匿名用户,简直就是糖精水，差的要死，去买的时候好几个在哪里摆龙门阵，爱理不理的,10,1.53E+12
177269861,Vdt806444101,味道像是昨天的奶茶  已经有酸味  估计是昨天剩的茶水冲的   什么都不想说  商家自己心里面明白就好,20,1.53E+12
177269861,面瘫少女屮,和同学一起  挺实惠  饮品也不错,40,1.53E+12
177269861,RZJ671557306,还不错，团购很便宜，位置也方便,30,1.53E+12
177269861,空心糖丸,还可以，还可以，味道挺不错的。,30,1.53E+12
177269861,梁辰StAr,还行吧,40,1.53E+12
177269861,温宁i,一般 味道比较淡 最近不能喝冰的 一般奶茶都是做常温的 然后没问要不要加冰 直接加了很多冰,30,1.53E+12
177269861,魏钰华,还行,40,1.53E+12
177269861,sDs855827307,哈哈哈哈，这个答案我喜欢,40,1.53E+12
177269861,君名未倩,回头客了，小姐姐超级好，坐等，上次的原味我个人不太喜欢有点苦�，这次换红豆蛮好喝的 【口味】 【服务】 【等位】,40,1.53E+12
177269861,匿名用户,味道一般般，不是很好喝。。。。。..,30,1.53E+12
177269861,HHHHHHH’,味道可以。,40,1.53E+12
168873898,十二少–,【口味】口味一般，本来很期待，最近比较迷奶盖，但是觉得略微失望，奶盖和茶的味道都比较一般，百香果太酸了 【等位】效率还行吧，大概等了四五分钟的样子，等位的过程中有写了自己的问题，店的位置不太好找，找了好久才找到,20,1.55E+12
168873898,十二少–,【口味】味道一般，奶盖和茶都不是很好喝，也不知道是不是正宗的答案茶，网红店好像比较容易踩雷emmmmmm 【服务】小哥哥服务不错，值得夸奖，点单后有给我们笔和纸写自己的答案，很热情的两个小哥哥，nice,20,1.55E+12
168873898,匿名用户,还不错啊,40,1.55E+12
168873898,ddP777034837,奶盖也没啥味道 太酸了 没喝完点的是啥忘记了,20,1.55E+12
168873898,匿名用户,很好很不错,40,1.55E+12
168873898,匿名用户,很好很不错,40,1.55E+12
168873898,匿名用户,位置到是好找，就在正义坊北馆3楼，肯德基那里做电梯上去右手边就能看见了，只有老板一个人，顾客也不多，买了一杯黑珍珠烧奶，珍珠很硬啊老板！而且味道确实很一般啊我如实评价，另外那杯红柚多多奶盖还行，酸酸甜甜的，但是我想问为什么没有答案呢？老板也压根没提让我们写问题，我们就一直坐着以为是后面再写，结果就直接把饮品端出来了有点懵，所以整体还是比较失望的，感觉是不是前期赚够了噱头后面就开始马虎敷衍做了，如实评价希望改进吧,40,1.54E+12
168873898,匿名用户,haikoyibucuohaoping,40,1.55E+12
168873898,llA156156667,有心意，不过我喜欢奶盖味重些的.,30,1.55E+12
168873898,呜呜vv,还不错 一般般 刚火的时候去的 价格小贵 答案普遍 没给人意想不到的效果,30,1.55E+12
168873898,匿名用户,还好吧，奶茶都一个味，冲着网红店来看看的,20,1.55E+12
168873898,Naturenuts,刚好去的时候人好多，被学生党把柜台都包围了。点单有点混乱，然后喝的时候才发现，是不是给错了?小票和贴在杯子上的号都不一样。原来在昆明广场喝过团购的也是这个原价，都是大杯的，这个变成缩小版，然后有点纳闷，才翻出照片比对号码，差了一个……不管到底是不是弄错，都觉得不应该出现的错误。另外杯子贴条写着21元，这么价格才小杯是不是又弄错了?即使加盟店价格应该也一致吧?总体用团购价格买这杯性价比有点低，下次还是去其他店喝。,20,1.53E+12
168873898,喵呜～233,可以的哦，美团半价了,40,1.54E+12
168873898,gpS862943927,还可以吧。价格便宜！！！！！！！,30,1.54E+12
168873898,匿名用户,不错，得到了相应的答案，还会再来。,40,1.54E+12
168873898,dew8180,茶太清淡了 喝不来乌龙茶味道 看原价是21块 打折的还合算 杯子有点小 不像照片的那么大,30,1.54E+12
168873898,匿名用户,冲着特价去的，除了答案新鲜，其他不怎样。,20,1.54E+12
168873898,小奶居居,饮品味道很好，浓浓的蜜桃和百香果味。可惜，这次印的图片把我龙哥弄成了大红唇、白内障……�不开心 #百香果桃白白#,30,1.54E+12
168873898,匿名用户,要的常规版，甜度不够，味道淡！,30,1.54E+12
168873898,utm64853090,百香果挺好喝的 答案也很有趣还不错,40,1.54E+12
168873898,幸福鱼面颊vian,服务态度很好,40,1.54E+12
168873898,匿名用户,首先并没有说明是小杯的 这样美团上根本没有优惠 店员服务态度超级差 直接丢两个袋子给你自己装 杯子也是设计的很不合理 很大一个口子 碰到答案就花了 店员看见也不管不问 吸管是吸管不好插 直接喝全部撒出来 不知道怎么设计的 非常小一瓶 比我的手还小很多 总之怀着很大的期待去喝这个答案茶 最后很失望 真是垃圾  【口味】就是普通茶和一层奶盖 【服务】差,10,1.53E+12
168873898,匿名用户,味道一般般吧，不知道是不是因为我没选好也就是图个好玩。,30,1.54E+12
168873898,匿名用户,希望珍珠可以煮软一点，这次喝还是很硬,40,1.53E+12
168873898,xVv416212738,纯属好玩，年轻人喜欢。口感也还可以，就是太冰。没看到矿泉水桶，不知用的是啥水？,40,1.53E+12
168873898,匿名用户,挺好玩的，茶也就中规中矩,40,1.53E+12
168873898,文筱10,好吃，好玩，很新颖，,40,1.53E+12
168873898,文筱10,抖音上看到的，好玩～～,40,1.53E+12
168873898,匿名用户,是因为抖音去的，但是不知道是否是因为我没有问问题，所以就没有答案，饮品还行吧！下次去尝一尝其他口味的,30,1.53E+12
168873898,林林林林小星,被抖音骗去的，虽然很红，但价格还挺亲民的……口味的哈，没有什么独特的，乌龙有些苦，奶盖一般般的，但还挺厚的  追求新事物的孩子们还是可以尝试尝试的  问题的回答有些没头没脑的� 可能是那种系统的问答  要是用心点就更好了,30,1.53E+12
168873898,匿名用户,挺好,40,1.53E+12
168873898,匿名用户,个人觉得一般吧，味道没有很特别。,30,1.53E+12
168873898,纠结的麦子茶,一般般，就是比较有特色，味道不咋地,30,1.53E+12
168873898,匿名用户,服务不好，是本点员工吗？怎么不让我们写问题，我的答案去哪了，什么操作流程都不知道，还给我提前想好了问题，***……满心的期待换来的是这种结果！,10,1.53E+12
168873898,浪里的龙,一直在三楼寻找我的答案，最终还是找到了。还有就是只有奶盖才有写字的机会哟。还被个***姐抢镜头了���,40,1.53E+12
168873898,铭杰兄,套路，根本就没有想要的答案，一直很期待的找到他们家，结果很失望,20,1.53E+12
168873898,xmh218490044,茶很好喝，求签特别有趣，位置也不难找，总之还不错,40,1.53E+12
168873898,_qqmfk1373082798,一般般 还没有一般的奶盖好喝 中了抖音的毒 答案就是个噱头~,30,1.53E+12
168873898,ZYS822597057,世界杯冠军会是哪一队？不听不问不回答��,40,1.53E+12
168873898,ZGNqw,味道还可以吧，其实就是奔着回答去的，感觉很神奇呢，适合社会人���,30,1.53E+12
168873898,匿名用户,本来是冲着答案来的，结果写了问题，没有给我答案？！！,10,1.53E+12
168873898,LWi215616664,女服务员的态度简直差到爆，其他人的服务态度都还是挺好的，奶盖味道感觉不错�,20,1.53E+12
168873898,Jenny狐狸婧,口感还不错，喜欢新鲜事物,40,1.53E+12
168873898,匿名用户,味道很一般，答案，我不接受，真的很一般,20,1.53E+12
168873898,ZGY733249003,团购的9.9，这么一小杯，问原价21是不是也这么小，回答是。这价格谁会买。团购都不值。奶盖味道很一般。从此不会去第二次。,20,1.53E+12
168873898,舞林杰西,推荐清新乌龙奶盖，很好喝,40,1.53E+12
168873898,匿名用户,孩子觉得新奇,40,1.53E+12
168873898,oiM640404922,居然没有答案，商家要不要这么懒啊，本来就冲着答案去的，一揭开空空的，哎,20,1.53E+12
168873898,徐老包,喝着还可以吧，就是答案感觉太敷衍,30,1.53E+12
168873898,浪之助,就是好玩，茶也还可以，去体验一次还是可以的！,30,1.53E+12
168873898,CTH891687563,这次买的和上次的竟然不一样，同一种竟然不一样,30,1.53E+12
168873898,海棠619,很好喝！,40,1.53E+12
168873898,w453690w,还好,40,1.53E+12
168873898,nawm9945027,乌龙和奶盖的味道很搭，答案也很有趣。,30,1.53E+12
169087781,RHs732603799,找店找了好久 绕了一大圈才找到 和闺蜜两个人去的 环境很不错 还有小哥哥唱歌。,40,1.55E+12
169087781,恶霸欢欢,网红奶茶火锅可以说是很网红了哈哈，店家小哥哥小姐姐很热情，刚开始没有锅不够后来还是吃到了，锅底很甜配上一个发抖音的视频，量很足，我们三个人一个人喝了两杯还剩下好多，最后打包带走，可以说是很划算了以后还会来哒☺️,40,1.55E+12
169087781,艮緈鍢,地点很好找，在停车场出口的那条路上，店虽小，紧凑但是布局合理整洁。人很多，需要排队，效率高，很快给我们安排了座位！非常感谢老板！奶茶火锅很有创意，调料还可以自选喜欢的，老板很人性化，服务态度也很好，天冷还给我们用暖手炉，家人都赞不绝口！特别喜欢他们家的棉花糖和奥利奥碎~,40,1.55E+12
169087781,rmZ915486076,和普通的奶茶一样，就是多了点东西,20,1.56E+12
169087781,RRN167685522,【口味】三种奶茶底料到店说没有了，只有茉莉乌龙还有个啥。团购里面的部分加料也说没了，店员表示有什么就给什么。很失望�没有我和闺蜜最喜欢嚼的芋圆，并且给了不喜欢的晶球 一口都没碰 【环境】对于甜品店来说很普通 【等位】下午五点到的，没多久听到了外卖订单响起。耐心等了20分钟去问，店员说可能还要20分钟。40分钟后，看着他花了五分钟把两份奶茶火锅准备好了。好气哦，但还是要保持微笑:）,30,1.54E+12
169087781,匿名用户,怎么说呢没想象中的那么好、感受一下,30,1.55E+12
169087781,匿名用户,服了，人家的贵妃醉茶奶盖比我多了一半，就这么不待见美团?做不起就下架吧！虽然他们家奶茶火锅比较新颖，但是店铺太小了，而且全是烟味，是个吸二手烟的好去处哦,20,1.55E+12
169087781,Qlr594949772,味道还不错，珍珠这些吃的不多，喝奶茶管饱，两个人喝不完，可以打包。堂食吸管不是一次性的，是金属的，好看归好看，就怕不干净不敢用，可以换成一次性的。来吃的人挺多的，上的也挺慢的。,30,1.55E+12
169087781,小樱小樱.,很好呀,40,1.55E+12
169087781,匿名用户,还可以吧  第一次体验这种奶茶火锅  但是喝多了就开始腻了  太撑了。,30,1.55E+12
169087781,苼卿,可以的，喜欢，有点难找，不错呦,30,1.55E+12
169087781,匿名用户,味道一般般吧，比较淡，对我来说甜度不够……环境还可以吧，就是店面比较小，等了快两个小时才吃上，我们也是闲的太有耐心了……但是大冬天的，居然给我们上冷奶茶，无语了……勺子和锅不太配套，舀起奶茶来太困难……,30,1.55E+12
169087781,Tae773981561,我是奔着奶茶火锅去的！到店后说已经没有锅了，点了两份奶盖茶，可能不太适合我的口味，奶盖很好喝，但是跟茶混在一起竟然喝出咸咸的味道，店里给人感觉还行吧，墙上全是问题。应该生意是不错的～,30,1.55E+12
169087781,马马马俊萍.,可以的味道 环境都好的 性价比高 位置也很好找到 赞,30,1.55E+12
169087781,匿名用户,一般般，喝完之后补了十块的差价，分量倒是挺足,20,1.55E+12
169087781,杨独秀秀,分量足 但是有点不好乘出来勺都放不进去 只能几个人用吸管一起喝,30,1.55E+12
169087781,xvN625384947,环境不错，奶茶比较淡，分量足，适合拍照，网红店,20,1.55E+12
169087781,匿名用户,中午12点后才有奶茶火锅…而且准备时间很慢～只有三个锅…四张桌子…去晚了要等～  味道还不错～好玩～,40,1.55E+12
169087781,女皇jdjdjsnxhs,配料怎么跟美团写的不一样，而且奶茶太少了，四个人每人只有半杯多一小点,10,1.54E+12
169087781,yl18787440449,蓝天白云把嘴巴都染蓝色了。抹茶的也是，喝了之后舌头绿绿的,10,1.55E+12
169087781,一个MXX,第一锅没洗干净第二杯子有一大股烟味然后怕是只有一个锅去到了说没有锅然后就看到一桌在喝然后等了4-5个小时才有刚好那桌人走了反正就是体验很差,10,1.55E+12
169087781,leehomcsw,谁肯为肌肤降温觉得得文件服务网戒掉我们的家,30,1.55E+12
169087781,yl18787440449,染色的吧。抹茶把嘴巴都吃绿了，还发苦,10,1.55E+12
169087781,gYv616448176,推荐3个人吃,40,1.55E+12
169087781,RenMiao_,料很廉价的感觉，非常一般，网红而已，噱头，不推荐,20,1.54E+12
169087781,我是阿玲儿,奶茶不错，料也多。推荐两个人一起去呀，或者三个，不然有点浪费。,30,1.54E+12
169087781,早安1484815036,还行还行,40,1.55E+12
169087781,Xet739298618,不好喝…水果茶加奶盖真的不喜欢,30,1.55E+12
169087781,zOb484539182,不一样的噱头，就是一杯奶茶而已。,20,1.55E+12
169087781,匿名用户,服务态度还不错 饮品还不错 下次品尝一下火锅奶茶,40,1.54E+12
169087781,狗狗家妈,味道不错，料也多，就是店小了些,30,1.55E+12
169087781,Snn165203101,火锅的造型还可以，就是喝多了有点腻，两个人喝。本来以为是热的，结果是冷的。,30,1.54E+12
169087781,bn蒲公英,还行，环境不错，味道还行吧，没有想象中那么好喝，但是也不是很差。,30,1.54E+12
169087781,liwenrong0318,味道不错，里面的小哥哥很热情,40,1.55E+12
169087781,傻牛奶糖,一般般吧，就是好奇心去的，奶茶味道还行,30,1.54E+12
169087781,吃塞包喝甜茶,味道一般，等的时间长，态度一般,10,1.54E+12
169087781,oh达琳,看了好多天终于去了,40,1.54E+12
169087781,xgj235787636,新奇好玩，奶茶也好喝，环境独特,30,1.54E+12
169087781,匿名用户,服务还有可以 位子太小了 味道还可以 分量太小,20,1.54E+12
169087781,匿名用户,味道很不错，奶茶也很好看…………,30,1.54E+12
169087781,xiaoxiaojiji0,对于小朋友，年轻的孩子，都是很喜欢的。对于我这个岁数的，希望加强店内通风，提高空气。还会再去，弟弟非常喜欢。,30,1.54E+12
169087781,初夏820,味道没第一次浓了，不知道是不是偶尔的失误,30,1.54E+12
169087781,daffodilxy,口味不错哦，小小的占卜游戏也很有新意，购买时旁边有四五个小青年，叽叽喳喳的，年轻真好！有点羡慕他们的青春洋溢。我一个中年阿姨只能安静地坐到角落去了。,40,1.54E+12
169087781,王子语wzy,服务周到客气，店铺不大，但布置的非常用心，每个角落都和“答案”主题很契合，选的是百香果和西柚的奶盖，总体偏甜，不过值得一提的是果肉丰富，用料很足，奶盖也不腻，一般喝水果茶都不加奶盖的，不过其实还好啦，比想象的好喝点。,40,1.53E+12
169087781,hcR595069069,【口味】味道很棒 【环境】适合拍照,40,1.53E+12
169087781,Bol912887386,味道感觉一般般吧，主要就是为了问问题来的，关键没看答案就被我喝了��,20,1.54E+12
169087781,宝宝6475,一般般，慕名而去，店太小，等待时间太长,20,1.54E+12
169087781,笔墨挥洒丶尽流年,很一般的口感，没有网上看的那么好喝,30,1.54E+12
169087781,要吃肉肉的瑶菇凉,不太喜欢，用的是果泥，不是新鲜水果,30,1.54E+12
169087781,匿名用户,环境，味道，颜色各方面都还是很不错滴,30,1.54E+12
169087781,匿名用户,去到店里坐下等奶茶 桌子都是脏的。没人管。最后自己拿纸擦。旁边坐着服务员在玩手机,20,1.53E+12
169087781,energyhhh,味道不错，尝试一下答案奶茶，回答我觉得都是中立的,40,1.53E+12
169087781,xtun91,网红点打卡，不过我觉得味道一般,20,1.53E+12
169087781,受宠小妖,在美团上买的，因为天气比较凉，所以美团上的订单只有不加冰，建议多推一些热饮吧，味道比隔壁家的好些，还是很好喝的，店铺比较难找一点，建议做一个像之佳那样的牌子。,30,1.53E+12
169087781,Gea486432488,挺有创意的店，虽然用的美团，店员的服务态度挺好,30,1.53E+12
169087781,！其实,哈哈哈，不错不错，喜欢喜欢�,40,1.53E+12
169087781,Hone98,还可以感觉就是有字比较新颖而已,40,1.53E+12
179071814,小鱼鱼u,从来没有看到过一边在吃东西一边在给客人做奶茶的店  我表示很吃惊�,10,1.53E+12
177911882,匿名用户,口味清新淡雅，很符合本人的爱好，环境干净，服务周到。 #珍珠奶茶#,40,1.54E+12
177911882,lh774713520,地点很好找，离我上班地只有几百米，走路不到10分钟就到了，在威远街，但不在正街上，铺面装修还挺不错，可以坐在店时喝，美女服务也挺不错，但味道不是我喜欢的，感觉就象在喝一杯纯粹的茶，基本没有奶味，但这个价格也是不能再实惠了,30,1.55E+12
177911882,盆盆酱,地方藏在小巷子里，人还不少，老板很热情。,30,1.56E+12
177911882,Leon863,美团活动价格实惠，点的是纯茶，不是奶茶，悠悠的茶香，微甜，味道还可以。,30,1.55E+12
177911882,匿名用户,这是脏脏茶吗？和我喝过的脏脏茶都不一样，我觉得比鹿角巷差很多，奶茶里有很多粉末，真是浪费心情，买一次之后不会有第二次，喝一口垃圾桶见!,10,1.55E+12
177911882,lyly1597482,美团拼团真是太棒了，在上面能买到很多超值的美食。这不，咱又拼了一杯答案茶。这家答案茶威远街店位于正义路，与威远街交叉路口，临近正义坊购物中心。今天拼的茶叫高山四季春，应该是杯乌龙茶，茶香味蛮足的，甜度也合适。,40,1.54E+12
177911882,匿名用户,和其他品牌相比，差距明显，没有答案,10,1.55E+12
177911882,pZW143329000,地址好找，门面大，热情待客，工作认真。,40,1.54E+12
177911882,VDC798427128,普通的茶水哈哈哈哈哈哈,40,1.55E+12
177911882,ytZ377749691,一杯茶加上白糖，名字倒是优雅得很,10,1.55E+12
177911882,W王磨人,很好喝，服务好,40,1.54E+12
177911882,yuyuplus,这个很好喝。 点给老公的。被我喝完了。做饮品的小哥哥小姐姐很热情。,40,1.54E+12
177911882,xVv416212738,淡淡的茶味，不是很甜。位置有点偏。,40,1.54E+12
177911882,yuyuplus,味道酸酸的。 是热茶。 要是能做成冰的应该更好喝,40,1.54E+12
177911882,TdG925814904,淡淡的茶香，味道挺不错的,40,1.54E+12
175269607,ypg616475768,不错,40,1.55E+12
175269607,xhz75860449,热情的小姐姐，饮品好喝又实惠,40,1.54E+12
175269607,lh774713520,味道很好，服务热情，满意的一次团购,30,1.54E+12
175269607,糖果湘儿,味道太淡了。水多料少的感觉。到是便宜,30,1.54E+12
175269607,nm22593802,味道还可以，比较大众，不是很有特色,30,1.54E+12
175269607,子卜儿,茉莉小可爱～味道清淡～但有一股淡淡的奶香～和爆爆珠搭配刚刚好，不然就会感觉味道太浓反而影响口感～就看个人喜欢了如果喜欢淡一点那这是一个选择～,30,1.53E+12
175269607,东宫.,很好喝，感觉服务也还行~,40,1.54E+12
175269607,儒芷_msy,挺有趣的，照片可以打印在奶茶上。,40,1.53E+12
175269607,猫妞～,不好喝，服务好。可以画肖像， 有噱头而已。,20,1.53E+12
178116768,killersweet926,OK的,40,1.54E+12
174389128,木夕夕木心,烤奶茶还不错，店家服务态度很好，包装袋也很漂亮，还会再次光临的,40,1.53E+12
174389128,L0VE多多妈,位置好找，味道棒棒滴，值得推荐��,40,1.53E+12
174389128,兔小丫昕昕,好好喝，老板很好,40,1.53E+12
174389128,Kpk837819424,很好喝……而且不腻……值得去喝一杯,40,1.53E+12
179263487,lh774713520,地址很好找，北塔路上156号，看着图片以为是奶盖茶，结果是杯果茶，有百香果、芒果、橙子、柠檬，味道很好，服务也好，这段时间美团奶茶的团购较多，我唱奶茶基本都是团购，很优惠，但虽美团，却跟原价没区别 ，很满意,40,1.55E+12
179263487,ivymwt,价格超实惠！！问得问题回答的也算不错,30,1.55E+12
179263487,ceo007060,味道一般，有点酸，水果感觉不是很新鲜,20,1.55E+12
179263487,匿名用户,完全就是一家山寨的答案。买了之后仔细观察它的杯子才发现猫腻,10,1.55E+12
179263487,gjm735318345,珍珠面的一点嚼劲也没有，服务态度有点敷衍，幸好没有全价去买划不着,20,1.54E+12
179263487,匿名用户,味道不错，美团实惠，多多做活动,40,1.54E+12
179263487,iss449789587,挺好的，美团很便宜，网红奶茶跟个风,30,1.54E+12
179263487,iss449789587,网红奶茶，初次体验，感觉还不赖,30,1.54E+12
179263487,思捷73,一般吧！没我想的好！老板不喜欢美团顾客！,20,1.54E+12
179263487,匿名用户,喜欢的奶盖，奶盖很好吃，味道很不错的，位置好找。,40,1.54E+12
179263487,啦啦啦哇噻,奶盖，味道不错，茉莉的比较清新，小店有点小但是挺有趣的,30,1.53E+12
179263487,匿名用户,美团价比较划算，原价就贵了些。,40,1.54E+12
179263487,啦啦啦哇噻,味道不错哦�,40,1.53E+12
179263487,sWv818173549,糖精太多，老板态度太差，价格高数量少,10,1.53E+12
185185805,米花与十八,超爱抹茶奶霜 每次都会把奶霜吃干抹净 #桂圆姜汁茶# #静网抹茶奶霜#,40,1.55E+12
185185805,米花与十八,讓我成為你的有可能  一杯便知答案  抹茶奶蓋good,30,1.55E+12
185185805,匿名用户,奶茶味道太淡了，算是这个商圈内味道最差的店，买的优乐美都比这个好喝,20,1.55E+12
185185805,匿名用户,说实话，我觉得跟我们的口味对不上！感觉还没自己泡的好喝。实话实说，不是黑粉，但是有待提高！,30,1.55E+12
185185805,匿名用户,味道一般，听到是团的服务冷漠。。。。。,30,1.55E+12
185185805,慧儿at哥,还不错，就是小杯也太小了。位置好找,30,1.55E+12
185185805,匿名用户,【口味】 【环境】 【服务】 【服务】 【等位】,30,1.55E+12
185185805,yZf125870244,一个人去喝奶茶 强烈表白一下 环境挺好的  店家服务态度好,40,1.55E+12
185185805,匿名用户,奶茶味道有点淡了。其他还好。。。。。。。,20,1.55E+12
169258281,waA361013385,答案茶在各个城市都火了起来……试了试除了奶盖答案茶之外的饮品，这个套餐7块左右也是很划算了，套餐里的饮品都是夏天的，店主说太冰了换成了其他饮品，本来想试紫霞现在也做不了，不过味道也还可以啦。环境很好看哦！,40,1.55E+12
169258281,羊爱猫,最初答案茶流行起来，一部分因为人好奇，另一部分也是对某些问题有点困惑，其实每个答案都在自己心里，这家店去过好几次了，永昌路中段，皇后大道一层，不得不说服务态度特别好，一位阿姨接待的我们，应该是老板的妈妈，刚好能有团购，没有因为团购就不理人，全程很有耐心的点好东西，因为手里还拿了别的东西，还拿了板凳让我们坐着吃，点了杯新品红石榴茉莉茶奶，里面放了有点像爆浆小珍珠，酸酸甜甜的好喝，喝完还帮我们收了垃圾，服务好，还会去 #红石榴茉莉茶奶#,40,1.55E+12
169258281,小兔几糯米团,【环境】位置非常好找。在皇后大道。是一家档口店没有座位，只能带走喝。 【服务】店家的服务态度都非常的好呀！大冬天的我要的是冰沙，他们还特地提醒了特别的冷。(≧ڡ≦*) 【口味】味道棒，喜欢奶盖茶，推荐购买。,40,1.55E+12
169258281,pPE80933176,要的逃之夭夭，味道不错哦，甜酸可口，里面还有果粒感觉不错,40,1.55E+12
169258281,小兔几糯米团,【口味】味道不错  喜欢喝上面的奶盖 味道不错   店家做的也比较快    【环境】位置来说非常好找    就在永昌路中段。是一家档口店没有位置，只能带走哈。 【服务】服务态度非常的好  店家非常热情。 【等位】做得非常的会店里好像只有两个人。,40,1.55E+12
169258281,匿名用户,不错，挺好的，团的便宜…………,30,1.56E+12
169258281,Belle951,老板很热情，就是没有坐的地方，想歇歇脚啊！味道中等，还有提升空间！,30,1.55E+12
169258281,匿名用户,味道很赞。,40,1.55E+12
169258281,薇语雁双飞,味道不错，性价比高，可以尝尝。,30,1.55E+12
169258281,匿名用户,不错哈，棒棒哒��..........,30,1.55E+12
169258281,乖乖跳跳糖,【乖乖小食光�】   美食目的地——答案茶  闲话☞之前喝过正宁路的答案茶味道不错还很有创意，看到有团购皇后大道店的就果断下手了。  位置☞永昌路中段皇后大道的一层。  交通☞坐到西关十字的车步行1000米左右，坐到双城门的车步行500米左右，坐至陇西路的车步行300米左右。中心商圈位置很好找。  环境☞时尚简约的ins风，少女心泛滥的粉红顽皮豹，bling bling的小星星，粉色小雏菊，小物件都很让人稀饭。要是能再放几张椅子就完美了。  饮品☞这回要的紫霞，颜色正如紫霞仙子一般通体都是鲜紫色，味道酸甜可口，冰冰凉凉的，就是有点小甜，饮品是用红心火龙果榨汁调配的，上面一层厚厚的芝士，入口即化，丝滑爽喉。在杯托上写了问题，在奶盖上面还有回答，还是感觉很有意思的。,40,1.54E+12
169258281,WVB551091883,不错，服务挺好的，顺便过来的，在皇后大道门口,30,1.55E+12
169258281,匿名用户,还可以。 【环境】 【口味】 【服务】 【等位】,30,1.55E+12
169258281,WVB551091883,比较实惠，服务挺好的，路过顺便过来的,30,1.55E+12
169258281,匿名用户,还不错，只是没有选到自己喜欢的口味，,30,1.55E+12
169258281,Dlact,没那么好喝啊  味道淡淡的。。。。,30,1.55E+12
169258281,呵哈呵呵哈呵哈呵,挺好喝的，服务态度也好，挺喜欢的。希望可以多出一些在美团上团的,30,1.55E+12
169258281,VPs734794945,不是太好喝，第一次喝你家东西，也是最后一次,20,1.55E+12
169258281,miss123snow,一般一般很一般！真的不觉得有多好！,20,1.55E+12
169258281,曾令娟19861127,奶霜不是很好吃，底下的茶还好点,20,1.55E+12
169258281,脸蛋儿很飘逸,味道挺好，推荐大家都买，挺好喝的,30,1.55E+12
169258281,胡汉山归来,还不错,40,1.55E+12
169258281,H粉嘟嘟,还不错,40,1.54E+12
169258281,大祖宗呢,还不错  团的比在店里付款的便宜,40,1.54E+12
169258281,UJI882366754,喜欢他家的奶茶，口味不错，小伙态度很好，经常光顾,40,1.54E+12
169258281,果皮麻麻,味道很好！ 【服务】很好！ 【等位】,40,1.54E+12
169258281,摆文军,不错 味道很好 下次还会再来一次机会吗、,30,1.54E+12
169258281,匿名用户,老板娘很热情，帅小伙很帅,40,1.54E+12
169258281,匿名用户,小哥哥态度挺好的，但是味道确实难喝,10,1.54E+12
169258281,暗香疏影默默,紫霞味道不错,40,1.54E+12
169258281,你说我不乖,说实话真心不好喝，有股腥味，对网红大失所望，给不错是因为老板给加了珍珠,30,1.54E+12
169258281,匿名用户,一般…………………………………,10,1.55E+12
